customerid,tenure,monthlycharges,totalcharges,contract,paymentmethod,churn,gender,seniorcitizen,partner,dependents,internetservice,source
1194-BHJYC,61,62.15,3778.85,Two year,Mailed check,0,Male,0,Yes,No,DSL,kaggle
3663-MITLP,15,101.25,1457.25,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
0906-QVPMS,72,115.15,8349.45,Two year,Bank transfer (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
9025-ZRPVR,9,18.95,185.6,Month-to-month,Mailed check,1,Male,0,No,No,No,kaggle
1905-OEILC,1,19.5,19.5,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
7858-GTZSP,12,86.55,1066.9,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
3285-UCQVC,37,28.6,973.55,Month-to-month,Credit card (automatic),1,Female,0,No,No,DSL,kaggle
6248-BSHKG,61,20.4,1226.45,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
4685-TFLLS,18,19.8,342.3,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
3470-BTGQO,21,45.65,985.05,Month-to-month,Mailed check,0,Male,0,No,Yes,DSL,kaggle
1209-VFFOC,68,56.4,3948.45,Two year,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
8224-DWCKX,12,73.3,828.05,Month-to-month,Credit card (automatic),0,Male,1,No,No,Fiber optic,kaggle
5482-PLVPE,2,24.35,41.85,Month-to-month,Electronic check,1,Female,1,No,No,DSL,kaggle
4553-DVPZG,62,101.35,6164.7,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
4902-OHLSK,29,98.65,2862.75,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
6917-IAYHD,1,33.6,33.6,Month-to-month,Mailed check,0,Male,0,No,Yes,DSL,kaggle
0495-ZBNGW,5,79.9,343.95,Month-to-month,Bank transfer (automatic),1,Male,1,Yes,No,Fiber optic,kaggle
8620-RJPZN,1,20.7,20.7,Month-to-month,Electronic check,0,Female,0,No,No,No,kaggle
7572-KPVKK,62,104.05,6590.5,Two year,Electronic check,0,Male,0,No,Yes,Fiber optic,kaggle
2642-MAWLJ,36,20.25,717.95,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
2357-COQEK,28,103.3,2890.65,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
7103-ZGVNT,69,73.7,4885.85,One year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
3737-GCSPV,11,96.2,1222.05,Month-to-month,Credit card (automatic),1,Female,0,Yes,No,Fiber optic,kaggle
2027-WKXMW,63,108.75,6871.7,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
7137-NAXML,23,20.15,405.6,One year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
2428-ZMCTB,10,19.75,208.25,Month-to-month,Credit card (automatic),0,Male,0,No,No,No,kaggle
2961-VNFKL,71,25.95,1801.9,Two year,Credit card (automatic),0,Female,0,Yes,No,No,kaggle
1768-HNVGJ,45,70.05,3062.45,Month-to-month,Electronic check,0,Female,1,No,No,DSL,kaggle
6963-KQYQB,70,24.05,1764.75,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
5934-RMPOV,22,84.75,1816.75,Month-to-month,Electronic check,0,Female,0,No,Yes,Fiber optic,kaggle
1207-BLKSA,52,23.05,1255.1,Two year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
4088-YLDSU,55,104.15,5743.05,One year,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
8316-BBQAY,65,59.95,3921.1,Two year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
1166-PQLGG,72,19.55,1463.45,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,No,kaggle
3146-JTQHR,10,19.6,189.45,One year,Bank transfer (automatic),0,Male,0,Yes,No,No,kaggle
4291-YZODP,7,20.05,96.8,One year,Mailed check,0,Female,0,No,Yes,No,kaggle
4395-PZMSN,5,85.55,408.5,Month-to-month,Electronic check,0,Male,1,No,No,Fiber optic,kaggle
6427-FEFIG,24,78.6,1846.65,Two year,Credit card (automatic),0,Female,0,Yes,Yes,DSL,kaggle
0017-IUDMW,72,116.8,8456.75,Two year,Credit card (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
8706-HRADD,21,43.55,1011.5,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
9955-QOPOY,69,60.8,4263.4,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
4385-ZKVNW,44,54.9,2549.1,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
5446-DKWYW,61,65.2,3965.05,One year,Electronic check,0,Female,1,Yes,Yes,DSL,kaggle
2034-CGRHZ,24,102.95,2496.7,Month-to-month,Credit card (automatic),1,Male,1,No,No,Fiber optic,kaggle
5797-APWZC,1,90.6,90.6,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
3683-QKIUE,6,50.8,288.05,Month-to-month,Bank transfer (automatic),1,Female,0,No,No,DSL,kaggle
4228-ZGYUW,4,90.05,368.1,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
9031-ZVQPT,72,108.2,7840.6,Two year,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
2990-IAJSV,72,92.0,6632.75,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
8107-KNCIM,14,75.1,1013.35,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
9027-YFHQJ,7,25.05,152.95,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
5176-LDKUH,48,75.15,3772.65,One year,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
4644-OBGFZ,55,19.5,1026.35,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
7926-IJOOU,1,19.3,19.3,Month-to-month,Credit card (automatic),0,Male,0,No,No,No,kaggle
6480-YAGIY,45,112.2,5031.85,One year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
4029-HPFVY,3,70.3,220.4,Month-to-month,Mailed check,0,Male,0,No,No,Fiber optic,kaggle
7602-DBTOU,71,19.6,1416.5,Two year,Mailed check,0,Female,0,Yes,No,No,kaggle
5345-BMKWB,8,20.25,158.35,Month-to-month,Mailed check,0,Male,0,Yes,No,No,kaggle
3519-ZKXGG,3,75.85,256.6,Month-to-month,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
5457-COLHT,69,80.65,5542.55,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,DSL,kaggle
6416-TVAIH,1,68.5,68.5,Month-to-month,Electronic check,1,Male,0,Yes,Yes,Fiber optic,kaggle
5451-YHYPW,72,115.75,8443.7,Two year,Credit card (automatic),0,Female,1,Yes,No,Fiber optic,kaggle
5108-ADXWO,11,73.5,791.75,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
7998-WNZEM,71,80.6,5708.2,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
3066-RRJIO,1,69.95,69.95,Month-to-month,Mailed check,1,Female,0,No,No,Fiber optic,kaggle
4664-NJCMS,33,59.55,2016.3,Two year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
0307-BCOPK,16,19.05,326.65,One year,Mailed check,0,Female,0,No,No,No,kaggle
7629-WFGLW,56,95.65,5471.75,One year,Electronic check,0,Female,1,Yes,No,Fiber optic,kaggle
2542-HYGIQ,1,19.95,19.95,Month-to-month,Credit card (automatic),0,Female,0,No,No,No,kaggle
6715-OFDBP,5,70.05,346.4,Month-to-month,Electronic check,1,Male,0,No,No,DSL,kaggle
5016-LIPDW,57,19.4,1061.6,One year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
6481-LXPWL,56,36.1,1971.5,One year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
1567-DSCIC,8,94.0,773.65,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
2150-UWTFY,22,61.15,1422.05,Month-to-month,Mailed check,1,Female,0,Yes,Yes,DSL,kaggle
6124-ACRHJ,1,19.75,19.75,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
9362-MWODR,40,64.1,2460.35,Month-to-month,Credit card (automatic),0,Female,0,No,Yes,DSL,kaggle
9975-GPKZU,46,19.75,856.5,Two year,Credit card (automatic),0,Male,0,Yes,Yes,No,kaggle
9625-RZFUK,63,19.7,1275.85,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
5153-LXKDT,68,110.2,7467.5,Two year,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
5161-UBZXI,69,106.35,7261.75,Two year,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
1020-JPQOW,56,90.55,5116.6,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
7919-ZODZZ,10,65.9,660.05,One year,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
0565-JUPYD,63,104.5,6590.8,One year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
6867-ACCZI,24,52.5,1208.15,Two year,Mailed check,0,Female,0,Yes,Yes,DSL,kaggle
5939-XAIXZ,19,56.1,1033.9,Month-to-month,Mailed check,0,Female,0,No,No,DSL,kaggle
9054-FOWNV,22,88.75,1885.15,Month-to-month,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
2683-BPJSO,29,84.45,2467.1,Month-to-month,Electronic check,1,Male,0,Yes,No,Fiber optic,kaggle
2157-MXBJS,13,75.3,989.45,One year,Mailed check,1,Male,0,Yes,No,DSL,kaggle
8207-VVMYB,70,26.0,2006.95,Two year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
9732-EQMWY,49,99.4,5025.0,Month-to-month,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
9360-AHGNL,43,109.55,4830.25,One year,Mailed check,1,Female,1,Yes,No,Fiber optic,kaggle
1087-UDSIH,3,19.6,59.75,Month-to-month,Mailed check,1,Female,0,No,No,No,kaggle
5269-NRGDP,42,73.15,3088.25,One year,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
6195-MELTI,57,54.65,3134.7,One year,Mailed check,0,Male,0,No,No,DSL,kaggle
5485-WUYWF,2,66.4,94.55,Month-to-month,Bank transfer (automatic),1,Male,1,No,No,DSL,kaggle
2121-JAFOM,72,115.55,8312.4,Two year,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
8818-DOPVL,46,104.45,4863.85,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
2632-UCGVD,66,100.05,6871.9,Month-to-month,Credit card (automatic),1,Male,1,Yes,No,Fiber optic,kaggle
5445-PZWGX,62,102.0,6529.25,One year,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
1227-UDMZR,72,91.15,6637.9,Two year,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
5198-HQAEN,35,89.7,3165.6,One year,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
9170-CCKOU,17,90.2,1454.15,Month-to-month,Credit card (automatic),1,Male,0,Yes,No,Fiber optic,kaggle
2167-FQSTQ,72,92.4,6786.1,Two year,Electronic check,0,Female,0,Yes,No,DSL,kaggle
2819-GWENI,28,19.9,543.0,One year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
1043-YCUTE,56,25.15,1327.15,Two year,Credit card (automatic),1,Male,0,Yes,No,No,kaggle
3814-MLAXC,31,79.85,2404.15,Month-to-month,Credit card (automatic),1,Female,0,No,No,Fiber optic,kaggle
3572-UUHRS,45,18.85,867.3,One year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
2692-PFYTJ,1,25.75,25.75,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
1226-UDFZR,2,49.6,114.7,Month-to-month,Mailed check,1,Female,0,No,No,DSL,kaggle
5955-EPOAZ,6,20.95,109.5,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
6821-JPCDC,48,97.05,4692.95,One year,Electronic check,0,Female,0,Yes,No,Fiber optic,kaggle
8815-LMFLX,25,25.4,546.85,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
9135-HSWOC,64,19.7,1274.05,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
8582-KRHPJ,50,35.0,1782.4,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
5811-IWXYM,52,101.25,5301.1,One year,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
7044-YAACC,4,70.2,280.35,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
8189-XRIKE,32,90.95,2897.95,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
1506-YJTYT,45,73.85,3371.0,Two year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
4123-DVHPH,9,88.05,801.3,Month-to-month,Electronic check,0,Male,0,Yes,No,Fiber optic,kaggle
6425-YQLLO,66,105.95,6975.25,One year,Credit card (automatic),1,Female,1,Yes,No,Fiber optic,kaggle
5442-UTCVD,3,91.85,257.05,Month-to-month,Electronic check,1,Male,0,No,Yes,Fiber optic,kaggle
2228-BZDEE,54,20.1,1079.45,Two year,Mailed check,0,Female,0,No,No,No,kaggle
7734-DBOAI,1,40.1,40.1,Month-to-month,Electronic check,1,Female,0,Yes,Yes,DSL,kaggle
2789-CZANW,64,110.3,6997.3,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,Fiber optic,kaggle
2091-RFFBA,31,73.9,2217.15,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
2114-MGINA,14,89.8,1129.1,Month-to-month,Mailed check,1,Female,0,No,No,Fiber optic,kaggle
7596-LDUXP,12,85.15,979.05,One year,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
3740-RLMVT,67,60.95,4119.4,One year,Bank transfer (automatic),0,Male,1,Yes,No,DSL,kaggle
4489-SNOJF,35,72.25,2568.55,Month-to-month,Electronic check,1,Female,0,Yes,Yes,DSL,kaggle
2192-OZITF,45,73.55,3349.1,Two year,Mailed check,0,Female,0,No,No,DSL,kaggle
5651-CPDND,10,46.0,492.1,Month-to-month,Mailed check,0,Male,0,No,No,DSL,kaggle
2186-QZEYA,29,58.55,1718.95,Month-to-month,Bank transfer (automatic),0,Female,1,No,No,DSL,kaggle
1131-ALZWV,24,24.6,605.25,One year,Bank transfer (automatic),0,Female,0,No,No,No,kaggle
7729-XBTWX,66,19.75,1344.5,Two year,Mailed check,0,Male,0,Yes,Yes,No,kaggle
9134-WYRVP,51,86.35,4267.15,One year,Mailed check,0,Male,0,No,No,Fiber optic,kaggle
3284-SVCRO,45,25.5,1121.05,Two year,Mailed check,0,Female,0,Yes,No,No,kaggle
9732-OUYRN,49,19.0,918.7,One year,Credit card (automatic),0,Female,0,Yes,No,No,kaggle
0559-CKHUS,29,19.55,521.8,Two year,Mailed check,0,Female,0,Yes,No,No,kaggle
2931-SVLTV,40,110.1,4469.1,Month-to-month,Credit card (automatic),0,Male,0,Yes,Yes,Fiber optic,kaggle
6899-PPEEA,37,96.55,3580.3,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
7504-UWHNB,25,69.75,1729.35,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
2582-FFFZR,22,50.6,1073.3,Month-to-month,Electronic check,0,Female,0,No,No,DSL,kaggle
8908-NMQTX,72,65.6,4566.5,Two year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
2187-LZGPL,7,40.1,293.3,Month-to-month,Credit card (automatic),1,Female,0,No,No,DSL,kaggle
1431-AIDJQ,33,82.1,2603.1,Two year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
6288-LBEAR,23,79.1,1783.75,Month-to-month,Mailed check,0,Female,0,No,No,Fiber optic,kaggle
4597-NUCQV,24,101.25,2440.15,Month-to-month,Electronic check,1,Male,1,No,No,Fiber optic,kaggle
9019-QVLZD,1,79.55,79.55,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
8413-YNHNV,69,90.65,6322.1,Two year,Mailed check,0,Male,0,No,No,DSL,kaggle
5808-TOTXO,3,20.55,57.4,One year,Credit card (automatic),0,Female,0,No,Yes,No,kaggle
4369-NYSCF,56,75.75,4284.65,One year,Bank transfer (automatic),0,Male,0,No,No,DSL,kaggle
6333-YDVLT,65,110.0,7138.65,One year,Credit card (automatic),0,Male,0,No,No,Fiber optic,kaggle
5324-KTGCG,71,20.85,1539.75,One year,Electronic check,0,Male,0,Yes,No,No,kaggle
5599-HVLTW,14,80.35,1058.1,Month-to-month,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
7394-LWLYN,2,70.15,123.8,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
3707-LRWZD,32,84.05,2781.85,One year,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
6873-UDNLD,40,67.45,2731.0,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
2700-LUEVA,1,20.75,20.75,Month-to-month,Credit card (automatic),0,Male,0,No,No,No,kaggle
1455-ESIQH,1,89.1,89.1,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
0958-YHXGP,7,69.9,497.3,Month-to-month,Mailed check,0,Female,0,No,No,Fiber optic,kaggle
1101-SSWAG,15,51.1,711.15,Month-to-month,Electronic check,0,Female,0,Yes,No,DSL,kaggle
2979-SXESE,17,94.4,1607.2,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
4013-TLDHQ,19,78.25,1490.95,Month-to-month,Electronic check,1,Male,0,No,No,Fiber optic,kaggle
5743-KHMNA,71,25.55,1898.1,Two year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
4194-FJARJ,54,60.0,3273.95,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
5325-UWTWJ,31,90.55,2929.75,Month-to-month,Credit card (automatic),0,Male,0,Yes,No,Fiber optic,kaggle
3969-GYXEL,11,76.4,838.7,Month-to-month,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
9208-OLGAQ,18,84.95,1443.65,Month-to-month,Electronic check,0,Female,1,No,No,Fiber optic,kaggle
3244-CQPHU,72,110.1,7746.7,Two year,Bank transfer (automatic),0,Female,1,No,No,Fiber optic,kaggle
2674-MLXMN,71,99.65,6951.15,Month-to-month,Credit card (automatic),0,Female,1,No,No,Fiber optic,kaggle
9708-HPXWZ,5,45.4,214.75,Month-to-month,Credit card (automatic),0,Male,1,No,No,DSL,kaggle
6992-TKNYO,38,69.0,2669.45,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
4468-YDOVK,5,48.65,235.2,Month-to-month,Bank transfer (automatic),0,Male,0,No,Yes,DSL,kaggle
3754-DXMRT,2,44.15,92.65,Month-to-month,Electronic check,1,Male,1,No,No,DSL,kaggle
5792-JALQC,52,59.85,3103.25,Two year,Bank transfer (automatic),0,Female,1,No,No,DSL,kaggle
7130-VTEWQ,8,75.75,606.25,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
2200-DSAAL,68,80.65,5330.2,Two year,Electronic check,0,Female,0,No,No,DSL,kaggle
4302-ZYFEL,69,20.55,1403.1,One year,Credit card (automatic),0,Male,0,Yes,Yes,No,kaggle
9351-LZYGF,42,66.4,2727.8,Month-to-month,Credit card (automatic),0,Female,0,Yes,No,DSL,kaggle
4366-CTOUZ,50,100.2,5038.45,Two year,Mailed check,0,Female,0,No,No,Fiber optic,kaggle
6121-VZNQB,1,19.1,19.1,Month-to-month,Mailed check,1,Female,0,No,No,No,kaggle
7903-CMPEY,1,80.3,80.3,Month-to-month,Electronic check,1,Male,1,Yes,No,Fiber optic,kaggle
1518-OMDIK,33,44.55,1462.6,Month-to-month,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
6671-NGWON,7,20.35,150.6,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
0595-ITUDF,64,91.8,5960.5,Month-to-month,Electronic check,0,Male,0,Yes,Yes,Fiber optic,kaggle
6996-KNSML,1,74.9,74.9,Month-to-month,Electronic check,1,Female,0,No,No,Fiber optic,kaggle
1955-IBMMB,59,20.2,1192.3,Two year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
0096-BXERS,6,50.35,314.55,Month-to-month,Electronic check,0,Female,0,Yes,No,DSL,kaggle
3806-YAZOV,3,18.8,56.0,Month-to-month,Mailed check,0,Female,0,No,No,No,kaggle
7998-ZLXWN,15,20.45,330.8,Month-to-month,Credit card (automatic),0,Female,0,Yes,No,No,kaggle
6253-WRFHY,13,64.75,877.35,One year,Electronic check,0,Male,0,Yes,Yes,DSL,kaggle
9133-AYJZG,23,98.7,2249.1,Month-to-month,Credit card (automatic),0,Female,0,No,No,Fiber optic,kaggle
2675-OTVVJ,31,89.45,2807.65,Month-to-month,Electronic check,0,Male,1,Yes,No,Fiber optic,kaggle
8680-CGLTP,29,58.75,1696.2,One year,Electronic check,0,Male,0,No,No,DSL,kaggle
8430-TWCBX,49,20.7,1032.05,One year,Credit card (automatic),0,Female,0,Yes,No,No,kaggle
5018-GWURO,56,85.6,4902.8,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
6741-QRLUP,63,80.3,4995.35,Two year,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
4737-HOBAX,63,79.8,5034.05,Two year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
0537-QYZZN,24,79.85,1857.75,Month-to-month,Electronic check,0,Male,1,Yes,Yes,Fiber optic,kaggle
3340-QBBFM,36,54.1,1992.85,One year,Credit card (automatic),0,Male,1,Yes,No,DSL,kaggle
1704-NRWYE,9,80.85,751.65,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
2592-SEIFQ,3,24.75,66.95,Month-to-month,Electronic check,1,Male,0,No,No,DSL,kaggle
8200-KLNYW,21,80.9,1714.95,One year,Mailed check,0,Female,0,Yes,No,DSL,kaggle
3372-CDXFJ,13,24.5,343.6,One year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
4781-ZXYGU,1,20.15,20.15,Month-to-month,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
7632-YUTXB,25,20.05,520.1,One year,Mailed check,0,Female,0,Yes,Yes,No,kaggle
2718-YSKCS,71,19.6,1387.45,Two year,Bank transfer (automatic),0,Male,0,Yes,Yes,No,kaggle
9896-UYMIE,66,114.3,7383.7,One year,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
0853-NWIFK,45,100.3,4483.95,One year,Electronic check,0,Female,0,No,No,Fiber optic,kaggle
8212-CRQXP,22,80.0,1706.45,Month-to-month,Credit card (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
6980-CDGFC,67,20.85,1327.4,One year,Bank transfer (automatic),0,Female,0,Yes,No,No,kaggle
7691-XVTZH,68,89.95,5974.3,Two year,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
7481-ATQQS,49,90.85,4515.85,Month-to-month,Credit card (automatic),1,Female,1,No,No,Fiber optic,kaggle
2277-VWCNI,4,48.75,179.85,Month-to-month,Mailed check,0,Female,1,No,No,DSL,kaggle
1088-CNNKB,63,80.0,5040.2,One year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
8642-GVWRF,2,79.7,165.0,Month-to-month,Bank transfer (automatic),1,Female,0,Yes,No,Fiber optic,kaggle
1930-BZLHI,21,20.35,422.7,One year,Mailed check,0,Male,0,No,No,No,kaggle
3400-ESFUW,55,57.55,3046.4,Two year,Bank transfer (automatic),1,Male,0,Yes,Yes,DSL,kaggle
5868-YTYKS,1,20.25,20.25,Month-to-month,Mailed check,0,Male,0,No,Yes,No,kaggle
3525-DVKFN,17,19.4,358.05,Two year,Mailed check,0,Female,0,No,No,No,kaggle
1482-OXZSY,30,100.4,2936.25,Month-to-month,Bank transfer (automatic),0,Male,0,No,No,Fiber optic,kaggle
0377-JBKKT,22,57.95,1271.8,Month-to-month,Mailed check,0,Male,0,Yes,Yes,DSL,kaggle
5778-BVOFB,9,59.5,530.05,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,DSL,kaggle
3373-YZZYM,1,19.2,19.2,Month-to-month,Mailed check,0,Male,0,Yes,Yes,No,kaggle
2057-ZBLPD,21,86.5,1808.7,Month-to-month,Electronic check,1,Female,0,Yes,No,Fiber optic,kaggle
0228-MAUWC,19,59.55,1144.6,Month-to-month,Electronic check,0,Male,0,No,No,DSL,kaggle
5502-RLUYV,69,103.95,7446.9,Month-to-month,Electronic check,1,Female,0,Yes,Yes,Fiber optic,kaggle
0023-HGHWL,1,25.1,25.1,Month-to-month,Electronic check,1,Male,1,No,No,DSL,kaggle
7663-YJHSN,72,103.95,7556.9,Two year,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
4915-BFSXL,70,68.95,4858.7,Two year,Credit card (automatic),0,Male,0,Yes,Yes,DSL,kaggle
3086-RUCRN,66,103.1,6595.0,Month-to-month,Bank transfer (automatic),0,Female,0,No,No,Fiber optic,kaggle
5215-LNLDJ,7,24.7,149.05,Month-to-month,Electronic check,0,Female,0,Yes,Yes,DSL,kaggle
7576-JMYWV,46,110.2,4972.1,Month-to-month,Electronic check,0,Female,1,Yes,Yes,Fiber optic,kaggle
9039-RBEEE,39,48.95,1880.85,Month-to-month,Credit card (automatic),1,Male,0,No,No,DSL,kaggle
0257-KXZGU,32,62.45,2045.55,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
1307-ATKGB,24,89.55,2187.15,Month-to-month,Electronic check,0,Male,0,No,No,Fiber optic,kaggle
8417-FMLZI,6,83.55,477.55,Month-to-month,Credit card (automatic),1,Male,0,Yes,Yes,Fiber optic,kaggle
3714-XPXBW,37,78.9,2976.95,Month-to-month,Credit card (automatic),0,Female,0,No,No,DSL,kaggle
1850-AKQEP,8,20.35,178.7,Month-to-month,Mailed check,0,Male,0,No,Yes,No,kaggle
2824-DXNKN,72,71.45,5025.85,Two year,Bank transfer (automatic),0,Female,0,Yes,Yes,DSL,kaggle
5227-JSCFE,71,46.35,3353.4,Two year,Credit card (automatic),0,Male,1,Yes,No,DSL,kaggle
0848-ZGQIJ,16,94.65,1461.15,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,Fiber optic,kaggle
3621-CHYVB,57,49.9,2782.4,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
8042-RNLKO,66,25.45,1699.15,One year,Bank transfer (automatic),0,Male,0,No,No,No,kaggle
1792-UXAFY,17,89.15,1496.9,Month-to-month,Electronic check,1,Female,1,No,No,Fiber optic,kaggle
5372-FBKBN,21,20.75,452.2,Month-to-month,Mailed check,0,Female,0,No,Yes,No,kaggle
0420-TXVSG,66,66.1,4428.45,Two year,Credit card (automatic),0,Male,0,Yes,No,DSL,kaggle
6217-TOWGS,17,75.4,1322.55,Month-to-month,Bank transfer (automatic),0,Female,0,Yes,No,DSL,kaggle
0515-YPMCW,1,70.45,70.45,Month-to-month,Mailed check,1,Male,0,No,Yes,Fiber optic,kaggle
0378-XSZPU,58,60.3,3563.8,One year,Credit card (automatic),1,Male,0,Yes,No,DSL,kaggle
1045-LTCYT,8,21.05,139.75,Month-to-month,Credit card (automatic),0,Female,0,Yes,Yes,No,kaggle
1544-JJMYL,27,69.35,1927.3,One year,Credit card (automatic),0,Male,0,No,No,DSL,kaggle
