customerid,tenure,monthlycharges,totalcharges,churn,seniorcitizen,partner,dependents,source,avgmonthly,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,gender_Male,internetservice_Fiber optic,internetservice_No,tenurebucket_13-24,tenurebucket_25-48,tenurebucket_49+
7008-LZVOZ,66,25.3,1672.35,0,0,Yes,Yes,kaggle,25.33863636363636,False,True,True,False,False,True,False,True,False,False,True
8868-WOZGU,28,105.7,2979.5,1,0,No,No,kaggle,106.41071428571429,False,False,False,True,False,True,True,False,False,True,False
1200-TUZHR,8,85.2,695.75,0,1,No,No,kaggle,86.96875,False,False,False,True,False,False,True,False,False,False,False
9365-CSLBQ,71,24.35,1654.6,0,0,No,Yes,kaggle,23.304225352112674,False,True,False,False,True,True,False,True,False,False,True
1334-FJSVR,1,24.25,24.25,1,0,No,No,kaggle,24.25,False,False,False,True,False,True,False,False,False,False,False
5884-FBCTL,72,25.1,1857.85,0,0,Yes,Yes,kaggle,25.803472222222222,False,True,False,False,False,False,False,True,False,False,True
7130-CTCUS,16,54.55,825.1,0,1,Yes,No,kaggle,51.56875,False,False,False,False,False,True,False,False,True,False,False
6242-FEGFD,66,96.6,6424.25,0,0,Yes,No,kaggle,97.33712121212122,False,True,False,False,True,True,True,False,False,False,True
7625-XCQRH,11,76.5,837.95,1,0,No,No,kaggle,76.17727272727274,False,False,False,True,False,False,True,False,False,False,False
6194-HBGQN,51,81.15,4126.2,0,0,No,No,kaggle,80.90588235294118,True,False,True,False,False,True,False,False,False,False,True
7634-WSWDB,8,38.5,330.8,0,0,No,Yes,kaggle,41.35,False,False,False,True,False,False,False,False,False,False,False
6986-IXNDM,14,92.9,1337.45,0,0,No,No,kaggle,95.53214285714286,False,False,False,True,False,True,True,False,True,False,False
1731-TVIUK,4,93.5,362.2,1,0,No,No,kaggle,90.55,False,False,False,True,False,False,True,False,False,False,False
2987-BJXIK,70,84.7,5991.05,0,0,No,No,kaggle,85.58642857142857,False,True,False,False,True,False,False,False,False,False,True
9769-TSBZE,70,66.0,4891.5,0,0,No,Yes,kaggle,69.87857142857143,False,True,False,True,False,False,False,False,False,False,True
0406-BPDVR,54,101.5,5373.1,1,1,Yes,No,kaggle,99.50185185185185,True,False,True,False,False,False,True,False,False,False,True
0618-XWMSS,28,74.9,2068.55,1,0,No,Yes,kaggle,73.87678571428572,False,False,False,False,False,True,True,False,False,True,False
1395-WSWXR,24,20.75,487.05,0,0,No,No,kaggle,20.29375,False,True,False,False,True,True,False,True,True,False,False
6023-GSSXW,69,61.45,4131.2,0,0,Yes,No,kaggle,59.87246376811594,False,True,True,False,False,False,False,False,False,False,True
6752-APNJL,42,54.5,2301.15,0,0,Yes,Yes,kaggle,54.78928571428572,False,False,False,False,True,True,False,False,False,True,False
5276-KQWHG,2,69.6,131.65,1,1,No,No,kaggle,65.825,False,False,False,True,False,False,True,False,False,False,False
0420-HLGXF,39,99.75,4036.0,0,1,No,No,kaggle,103.48717948717949,False,False,False,True,False,False,True,False,False,True,False
7446-KQISO,45,109.75,4900.65,0,0,Yes,Yes,kaggle,108.90333333333332,False,True,False,False,False,True,True,False,False,True,False
9823-EALYC,72,80.85,5727.45,0,0,Yes,Yes,kaggle,79.54791666666667,False,True,False,False,False,True,False,False,False,False,True
0582-AVCLN,38,20.3,743.05,0,0,No,No,kaggle,19.553947368421053,False,True,False,False,True,False,False,True,False,True,False
5803-NQJZO,72,67.8,4804.65,0,0,Yes,No,kaggle,66.73124999999999,False,True,False,False,False,True,False,False,False,False,True
2565-JSLRY,1,24.05,24.05,1,0,No,No,kaggle,24.05,False,False,False,False,True,True,False,True,False,False,False
2607-DHDAK,72,19.8,1414.65,0,0,Yes,Yes,kaggle,19.647916666666667,False,True,True,False,False,True,False,True,False,False,True
1073-XXCZD,55,25.7,1443.65,0,0,Yes,No,kaggle,26.24818181818182,False,True,False,False,False,True,False,True,False,False,True
0743-HRVFF,51,56.15,2898.95,0,0,Yes,Yes,kaggle,56.84215686274509,True,False,False,True,False,False,False,False,False,False,True
4006-HKYHO,63,86.7,5309.5,0,0,No,No,kaggle,84.27777777777777,False,True,False,False,False,True,False,False,False,False,True
3727-JEZTU,1,20.4,20.4,0,0,No,No,kaggle,20.4,False,False,False,False,True,False,False,True,False,False,False
8143-ETQTI,23,19.65,451.55,0,0,Yes,Yes,kaggle,19.632608695652173,False,True,False,False,True,False,False,True,True,False,False
6689-KXGBO,1,50.55,50.55,1,0,No,No,kaggle,50.55,False,False,False,True,False,False,False,False,False,False,False
9667-TKTVZ,2,54.35,117.05,0,0,No,No,kaggle,58.525,False,False,False,False,True,False,False,False,False,False,False
3657-COGMW,52,108.1,5839.3,0,1,No,No,kaggle,112.29423076923078,False,False,True,False,False,False,True,False,False,False,True
8570-KLJYJ,36,54.45,1893.5,0,0,No,No,kaggle,52.59722222222222,True,False,False,False,True,False,False,False,False,True,False
7754-IXRMC,1,45.35,45.35,0,0,No,No,kaggle,45.35,False,False,False,False,True,False,False,False,False,False,False
9473-CBZOP,28,59.0,1654.45,0,0,No,No,kaggle,59.0875,True,False,False,False,True,False,False,False,False,True,False
2969-WGHQO,7,69.45,477.05,0,0,Yes,Yes,kaggle,68.15,True,False,False,True,False,False,False,False,False,False,False
6615-NGGZJ,14,100.55,1415.55,1,0,No,No,kaggle,101.11071428571428,False,False,False,True,False,True,True,False,True,False,False
4334-HOWRP,72,64.95,4546.0,0,1,Yes,No,kaggle,63.138888888888886,False,True,True,False,False,True,False,False,False,False,True
4255-DDUOU,1,20.5,20.5,1,0,Yes,Yes,kaggle,20.5,False,False,False,False,True,False,False,True,False,False,False
5863-OOKCL,10,18.85,163.2,0,0,No,No,kaggle,16.32,False,False,False,False,True,False,False,True,False,False,False
1686-STUHN,42,19.8,849.9,0,0,No,No,kaggle,20.235714285714284,True,False,False,False,False,True,False,True,False,True,False
1329-VHWNP,7,25.05,189.95,0,0,No,No,kaggle,27.135714285714283,False,False,False,False,False,False,False,False,False,False,False
2984-MIIZL,4,74.8,321.9,1,0,No,No,kaggle,80.475,False,False,False,False,False,True,True,False,False,False,False
0266-GMEAO,72,114.3,8058.55,0,0,Yes,Yes,kaggle,111.92430555555556,False,True,True,False,False,True,True,False,False,False,True
5590-YRFJT,20,24.45,482.8,1,0,Yes,No,kaggle,24.14,False,False,False,True,False,False,False,False,True,False,False
5574-NXZIU,63,109.2,7049.75,0,0,No,No,kaggle,111.90079365079364,False,True,True,False,False,True,True,False,False,False,True
0019-GFNTW,56,45.05,2560.1,0,0,No,No,kaggle,45.716071428571425,False,True,False,False,False,False,False,False,False,False,True
4256-ZWTZI,5,51.0,286.8,0,0,No,Yes,kaggle,57.36,False,False,False,False,True,False,False,False,False,False,False
8309-PPCED,72,110.45,7982.5,0,0,Yes,No,kaggle,110.86805555555556,False,True,False,False,False,False,True,False,False,False,True
4098-NAUKP,68,84.65,5683.6,0,1,Yes,Yes,kaggle,83.58235294117648,False,False,False,True,False,True,True,False,False,False,True
5196-WPYOW,67,60.05,3994.05,0,0,Yes,Yes,kaggle,59.61268656716418,True,False,False,False,True,True,False,False,False,False,True
4608-LCIMN,8,44.65,369.15,0,0,Yes,Yes,kaggle,46.14375,False,False,False,False,False,True,False,False,False,False,False
1485-YDHMM,52,93.25,4631.7,0,0,Yes,Yes,kaggle,89.07115384615385,False,False,False,False,False,True,True,False,False,False,True
4054-CUMIA,18,20.25,401.95,0,0,Yes,Yes,kaggle,22.330555555555556,False,False,False,False,True,False,False,True,True,False,False
0603-TPMIB,59,25.45,1534.05,0,0,Yes,Yes,kaggle,26.000847457627117,False,True,False,False,True,False,False,True,False,False,True
2525-GVKQU,60,20.6,1093.0,0,0,No,No,kaggle,18.216666666666665,False,True,False,False,True,False,False,True,False,False,True
8161-QYMTT,7,94.1,701.3,0,0,No,No,kaggle,100.18571428571428,False,False,False,True,False,True,True,False,False,False,False
9581-GVBXT,59,34.8,1980.3,0,0,Yes,Yes,kaggle,33.56440677966101,True,False,False,False,True,True,False,False,False,False,True
5862-BRIXZ,46,60.75,2893.4,0,0,No,No,kaggle,62.9,False,True,False,False,False,True,False,False,False,True,False
5404-GGUKR,5,51.35,262.3,0,0,No,No,kaggle,52.46,False,False,False,True,False,True,False,False,False,False,False
3308-JSGML,59,64.05,3886.85,0,1,Yes,No,kaggle,65.87881355932203,False,True,True,False,False,True,False,False,False,False,True
2126-GSEGL,70,84.8,5917.55,0,0,Yes,No,kaggle,84.53642857142857,False,True,False,False,False,False,False,False,False,False,True
3677-TNKIO,14,71.0,914.0,1,0,No,No,kaggle,65.28571428571429,False,False,True,False,False,False,True,False,True,False,False
0440-QEXBZ,44,50.15,2139.1,0,0,No,No,kaggle,48.61590909090909,False,False,False,False,True,False,False,False,False,True,False
2434-EEVDB,64,94.6,5948.7,0,0,Yes,No,kaggle,92.9484375,False,True,True,False,False,False,True,False,False,False,True
6762-QVYJO,58,59.75,3624.35,0,0,Yes,Yes,kaggle,62.48879310344827,False,True,False,False,True,False,False,False,False,False,True
6199-IWKGC,46,100.25,4753.85,0,1,Yes,No,kaggle,103.3445652173913,True,False,False,True,False,False,True,False,False,True,False
2675-DHUTR,58,98.9,5780.7,0,1,Yes,No,kaggle,99.66724137931034,False,False,False,True,False,True,True,False,False,False,True
8152-VETUR,72,97.7,6869.7,0,0,Yes,No,kaggle,95.4125,False,True,True,False,False,False,True,False,False,False,True
9667-EQRXU,30,40.3,1172.95,1,1,No,No,kaggle,39.098333333333336,False,False,False,True,False,False,False,False,False,True,False
7446-YPODE,11,60.25,662.95,0,1,No,No,kaggle,60.26818181818182,False,False,False,False,False,True,False,False,False,False,False
9522-BNTHX,34,56.25,1765.95,0,1,No,No,kaggle,51.93970588235294,False,False,False,True,False,False,False,False,False,True,False
4676-WLUHT,54,46.2,2431.95,0,0,No,No,kaggle,45.036111111111104,False,True,False,False,False,True,False,False,False,False,True
3329-WDIOK,3,50.6,155.35,1,0,No,No,kaggle,51.78333333333333,False,False,False,True,False,False,False,False,False,False,False
7980-MHFLQ,72,24.9,1859.2,0,0,Yes,Yes,kaggle,25.822222222222223,False,True,False,False,True,False,False,True,False,False,True
2873-ZLIWT,40,84.85,3303.05,1,0,Yes,Yes,kaggle,82.57625,False,False,False,True,False,False,True,False,False,True,False
3415-TAILE,2,65.7,134.35,1,0,Yes,Yes,kaggle,67.175,False,False,False,False,True,False,False,False,False,False,False
0757-WCUUZ,54,63.35,3409.1,0,0,Yes,Yes,kaggle,63.13148148148148,False,True,True,False,False,True,False,False,False,False,True
1629-DQQVB,14,50.1,709.5,0,0,No,No,kaggle,50.67857142857143,False,False,False,False,False,False,False,False,True,False,False
1915-IOFGU,1,70.5,70.5,1,0,No,No,kaggle,70.5,False,False,False,True,False,False,True,False,False,False,False
3045-XETSH,10,94.85,953.45,1,0,No,No,kaggle,95.345,False,False,False,True,False,False,True,False,False,False,False
0374-AACSZ,1,50.15,50.15,0,0,No,No,kaggle,50.15,False,False,False,True,False,False,False,False,False,False,False
7239-HZZCX,1,19.75,19.75,1,0,No,No,kaggle,19.75,False,False,False,False,True,True,False,True,False,False,False
4872-VXRIL,56,64.65,3665.55,0,0,No,No,kaggle,65.45625,True,False,False,False,False,True,False,False,False,False,True
9140-CZQZZ,68,79.6,5515.8,0,0,Yes,No,kaggle,81.11470588235295,False,True,False,False,False,False,False,False,False,False,True
3423-HHXAO,14,19.5,272.0,0,0,Yes,Yes,kaggle,19.428571428571427,True,False,False,False,True,False,False,True,True,False,False
9938-TKDGL,68,99.55,6668.0,0,0,Yes,Yes,kaggle,98.05882352941177,False,True,False,True,False,True,True,False,False,False,True
0531-ZZJWQ,55,74.0,4052.4,0,1,Yes,No,kaggle,73.68,False,False,False,True,False,True,True,False,False,False,True
6537-QLGEX,16,38.9,664.4,0,0,No,No,kaggle,41.525,False,False,False,True,False,False,False,False,True,False,False
2688-BHGOG,9,79.55,718.55,0,1,No,No,kaggle,79.83888888888889,False,False,False,True,False,True,True,False,False,False,False
7683-CBDKJ,14,65.45,937.6,1,0,Yes,Yes,kaggle,66.97142857142858,False,False,False,True,False,True,False,False,True,False,False
0946-CLJTI,58,98.7,5812.6,1,1,Yes,No,kaggle,100.21724137931035,False,False,False,True,False,True,True,False,False,False,True
3160-TYXLT,53,46.3,2546.85,0,0,No,No,kaggle,48.053773584905656,False,False,False,False,False,True,False,False,False,False,True
1325-USMEC,70,99.35,6944.5,0,0,Yes,No,kaggle,99.20714285714286,False,True,True,False,False,True,True,False,False,False,True
0916-QOFDP,14,95.8,1346.3,0,1,Yes,Yes,kaggle,96.16428571428571,False,False,False,True,False,False,True,False,True,False,False
0628-CNQRM,22,67.5,1544.05,1,0,Yes,Yes,kaggle,70.18409090909091,True,False,False,False,False,True,False,False,True,False,False
5606-AMZBO,10,78.15,765.15,0,0,Yes,No,kaggle,76.515,False,False,True,False,False,False,True,False,False,False,False
6199-IPCAO,29,26.1,692.55,0,0,Yes,Yes,kaggle,23.88103448275862,False,True,False,False,True,False,False,True,False,True,False
7665-TOALD,1,69.6,69.6,1,0,No,No,kaggle,69.6,False,False,False,True,False,False,True,False,False,False,False
0112-QWPNC,49,84.35,4059.35,1,0,Yes,No,kaggle,82.84387755102041,True,False,False,True,False,True,False,False,False,False,True
0324-BRPCJ,68,100.2,6851.65,1,1,Yes,No,kaggle,100.7595588235294,False,False,False,True,False,False,True,False,False,False,True
2777-PHDEI,1,78.05,78.05,1,0,No,No,kaggle,78.05,False,False,False,True,False,False,True,False,False,False,False
5640-CAXOA,30,40.35,1187.05,0,0,No,No,kaggle,39.568333333333335,True,False,True,False,False,False,False,False,False,True,False
2235-EZAIK,72,79.2,5401.9,0,0,Yes,No,kaggle,75.02638888888889,False,True,True,False,False,False,False,False,False,False,True
3847-BAERP,10,20.9,247.0,0,0,No,No,kaggle,24.7,False,False,False,False,True,False,False,True,False,False,False
1196-AMORA,7,73.6,520.0,1,0,No,No,kaggle,74.28571428571429,False,False,False,True,False,True,True,False,False,False,False
4282-YMKNA,9,74.75,706.6,1,0,No,No,kaggle,78.51111111111112,False,False,False,True,False,False,True,False,False,False,False
1453-RZFON,1,49.9,49.9,0,0,No,Yes,kaggle,49.9,False,False,False,False,True,False,False,False,False,False,False
8263-OKETD,20,68.9,1370.35,0,0,No,No,kaggle,68.5175,False,False,True,False,False,False,False,False,True,False,False
0670-KDOMA,1,20.25,20.25,0,0,No,No,kaggle,20.25,False,False,False,False,True,False,False,True,False,False,False
2476-YGEFM,29,76.0,2215.25,0,0,No,No,kaggle,76.38793103448276,False,False,True,False,False,False,True,False,False,True,False
8687-BAFGU,1,74.0,74.0,0,0,No,No,kaggle,74.0,False,False,False,True,False,True,True,False,False,False,False
0641-EVBOJ,3,82.3,214.4,0,0,No,No,kaggle,71.46666666666667,False,False,False,False,True,True,True,False,False,False,False
0829-XXPLX,20,89.4,1871.15,0,0,No,No,kaggle,93.5575,False,False,False,False,False,False,True,False,True,False,False
9974-JFBHQ,64,99.15,6171.2,0,0,No,Yes,kaggle,96.425,False,False,True,False,False,True,True,False,False,False,True
5356-RHIPP,1,20.2,20.2,1,0,No,No,kaggle,20.2,False,False,False,False,True,True,False,True,False,False,False
6624-JDRDS,6,29.45,161.45,0,0,No,No,kaggle,26.90833333333333,False,False,False,False,False,False,False,False,False,False,False
0608-JDVEC,50,19.8,1013.2,0,0,Yes,No,kaggle,20.264,False,True,False,True,False,True,False,True,False,False,True
9780-FKVVF,6,59.15,336.7,0,0,No,No,kaggle,56.11666666666667,False,False,False,False,False,True,False,False,False,False,False
1919-RTPQD,7,44.75,333.65,0,0,Yes,Yes,kaggle,47.66428571428571,False,False,False,True,False,True,False,False,False,False,False
5214-NLTIT,72,90.8,6511.8,0,0,Yes,Yes,kaggle,90.44166666666666,False,True,True,False,False,True,True,False,False,False,True
3345-PBBFH,8,49.55,393.45,0,0,Yes,No,kaggle,49.18125,False,False,False,False,False,True,False,False,False,False,False
5055-BRMNE,67,106.7,7009.5,0,0,Yes,Yes,kaggle,104.61940298507463,False,True,True,False,False,False,True,False,False,False,True
9189-JWSHV,24,93.55,2264.05,1,1,Yes,No,kaggle,94.33541666666667,False,False,False,True,False,False,True,False,True,False,False
2190-PHBHR,72,94.45,6921.7,0,0,Yes,No,kaggle,96.13472222222222,False,True,True,False,False,False,True,False,False,False,True
2650-GYRYL,33,19.45,600.25,0,0,Yes,Yes,kaggle,18.189393939393938,True,False,False,False,False,True,False,True,False,True,False
0746-JTRFU,2,25.05,56.35,1,0,No,No,kaggle,28.175,False,False,False,True,False,True,False,False,False,False,False
5208-FVQKB,70,67.95,4664.15,0,0,Yes,No,kaggle,66.63071428571428,False,True,False,False,True,True,False,False,False,False,True
7184-LRUUR,22,65.25,1441.8,0,0,No,No,kaggle,65.53636363636363,True,False,False,False,False,False,False,False,True,False,False
6627-CFOSN,59,99.45,5623.7,0,0,No,No,kaggle,95.31694915254236,False,False,False,False,False,False,True,False,False,False,True
3982-JGSFD,36,20.35,695.85,0,0,No,No,kaggle,19.329166666666666,True,False,True,False,False,True,False,True,False,True,False
1574-DYCWE,51,19.95,1028.75,0,0,Yes,Yes,kaggle,20.17156862745098,False,True,False,False,True,False,False,True,False,False,True
7247-XOZPB,53,77.4,4155.95,0,0,Yes,No,kaggle,78.41415094339622,True,False,False,False,False,True,False,False,False,False,True
2466-FCCPT,20,19.7,395.6,0,0,Yes,Yes,kaggle,19.78,True,False,False,False,False,False,False,True,True,False,False
6211-WWLTF,63,99.7,6330.4,0,0,Yes,No,kaggle,100.48253968253968,False,True,True,False,False,True,True,False,False,False,True
4826-TZEVA,40,74.8,2971.7,0,0,No,No,kaggle,74.29249999999999,False,False,True,False,False,False,True,False,False,True,False
6016-NXBNJ,35,19.15,638.0,0,0,No,No,kaggle,18.228571428571428,True,False,False,False,True,True,False,True,False,True,False
9138-EFSMO,26,78.95,2034.25,0,0,Yes,Yes,kaggle,78.24038461538461,True,False,False,False,False,True,True,False,False,True,False
0576-WNXXC,27,95.55,2510.2,1,1,Yes,No,kaggle,92.97037037037036,False,False,False,True,False,True,True,False,False,True,False
4632-XJMEX,53,62.85,3419.5,0,0,No,Yes,kaggle,64.51886792452831,True,False,True,False,False,True,False,False,False,False,True
8910-LEDAG,34,71.55,2427.35,0,1,Yes,No,kaggle,71.39264705882353,False,False,True,False,False,True,True,False,False,True,False
3452-GWUIN,19,94.95,1760.25,0,1,Yes,No,kaggle,92.64473684210526,False,False,False,True,False,False,True,False,True,False,False
2716-GFZOR,43,86.1,3551.65,0,0,Yes,No,kaggle,82.59651162790698,False,False,True,False,False,True,True,False,False,True,False
3724-UCSHY,6,19.55,122.9,0,0,Yes,Yes,kaggle,20.483333333333334,False,False,False,False,True,True,False,True,False,False,False
8626-XHBIE,56,24.8,1424.2,0,0,No,Yes,kaggle,25.432142857142857,False,True,False,False,True,True,False,True,False,False,True
4628-CTTLA,57,39.3,2111.45,1,0,No,No,kaggle,37.04298245614035,False,False,False,True,False,True,False,False,False,False,True
3192-LNKRK,34,84.05,2909.95,0,0,Yes,Yes,kaggle,85.58676470588235,False,False,False,False,True,True,True,False,False,True,False
